paciente_id,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,genero,curp,telefono,direccion,localidad,municipio,centro_salud_id,centro_salud_nombre,distancia_centro_km,tiene_seguro_popular,fecha_registro,activo
PAC00514,Noelia,Jáquez,Jurado,1983-09-21,41,M,QECY981006MDFZSS03,,"Continuación Hernandes 745 Edif. 661 , Depto. 847",San Bernardo de la Montaña,Tzitzio,CS004,Centro de Salud Susupuato,4.1,True,2022-08-17,True
PAC00515,Nelly,Contreras,Barreto,1963-06-04,62,M,BOBJ770827MCSFCR05,,Calle Contreras 966 Interior 884,Nueva Nauru,Susupuato,CS004,Centro de Salud Susupuato,6.1,True,2025-04-02,True
PAC00516,Maximiliano,Alva,Valenzuela,1998-01-23,27,M,OOTT930812HQOZBO00,08816773452,Callejón Tamaulipas 134 Interior 303,San Mónica de la Montaña,Tuzantla,CS002,Centro de Salud Tiquicheo,30.2,False,2020-06-22,True
PAC00517,Cynthia,Montañez,Zayas,1991-11-07,33,M,EUIL710113MYNYSF04,,"Continuación Valenzuela 766 Edif. 445 , Depto. 899",Vieja Arabia Saudita,Tzitzio,CS004,Centro de Salud Susupuato,22.2,False,2020-07-15,True
PAC00518,Cecilia,Avilés,Ulloa,1997-02-09,28,F,REEP410716MQOMPA05,1-231-965-1781x8391,Retorno Ordóñez 603 193,San María los bajos,Tiquicheo,CS002,Centro de Salud Tiquicheo,3.8,False,2020-09-27,True
PAC00519,Mario,Lerma,Yáñez,1961-04-30,64,M,GEUG850106HQOJTW07,563.934.1868x280,Cerrada Sur Rodríquez 313 654,Nueva Yemen,Susupuato,CS002,Centro de Salud Tiquicheo,13.7,True,2024-02-24,True
PAC00520,Delia,Cornejo,Grijalva,1983-07-24,41,F,FAOZ530127HZSKBU08,,Privada Norte Ybarra 485 551,San Pamela de la Montaña,Tiquicheo,CS002,Centro de Salud Tiquicheo,30.0,True,2020-12-17,True
PAC00521,Carla,Menéndez,Orosco,1983-11-11,41,F,FALA790930HQRBWD01,,Callejón Suriname 307 250,Nueva Lituania,Susupuato,CS001,Centro de Salud Tzitzio,1.6,False,2020-10-24,True
PAC00522,Antonio,Montañez,Barrientos,1973-10-15,51,M,JEHI060722HQOWKFA0,,Circunvalación Rojo 358 Interior 982,San Martha los bajos,Tiquicheo,CS001,Centro de Salud Tzitzio,23.4,True,2024-05-06,True
PAC00523,Oswaldo,Pichardo,Linares,2019-11-15,5,M,ZAKG100104MVZKPZ03,(105)690-4272,"Diagonal Israel 397 Edif. 945 , Depto. 430",Vieja Papua Nueva Guinea,Tiquicheo,CS002,Centro de Salud Tiquicheo,5.5,True,2025-02-28,True
PAC00524,Ernesto,Raya,Quezada,1931-07-29,93,M,EEGR031229MSPNYNA1,1-969-205-0672x7043,"Privada Colima 847 Edif. 369 , Depto. 117",Vieja Uruguay,Tiquicheo,CS001,Centro de Salud Tzitzio,24.2,True,2021-12-06,True
PAC00525,Ramiro,Cisneros,Martínez,1977-03-03,48,F,KEBU210311MCMVXP02,,"Prolongación Tamez 856 Edif. 558 , Depto. 681",Nueva Letonia,Tzitzio,CS004,Centro de Salud Susupuato,4.9,True,2022-06-16,True
PAC00526,Rodrigo,Pichardo,Pabón,1988-06-09,36,F,UULP221025MGRNPQ02,564-252-4743x2509,Eje vial Luxemburgo 665 402,Vieja Guinea Bissau,Susupuato,CS004,Centro de Salud Susupuato,1.4,True,2023-11-29,True
PAC00527,Bernabé,Elizondo,Rivas,1976-05-02,49,M,GOHM790615HOCRQS01,,"Prolongación San Luis Potosí 942 Edif. 660 , Depto. 250",San Guillermo de la Montaña,Madero,CS001,Centro de Salud Tzitzio,1.7,True,2020-07-28,True
PAC00528,José Emilio,Collado,Olivares,1969-06-19,55,F,HUBO501017MTSSSN01,1-355-573-6167x76839,Callejón Querétaro 541 Interior 845,San Rebeca de la Montaña,Susupuato,CS003,Centro de Salud Madero,12.9,True,2023-08-15,True
PAC00529,Aldo,Calderón,Alvarado,2018-01-19,7,F,LAJQ610115HNTKFD04,,Corredor Veracruz de Ignacio de la Llave 208 Interior 785,San Elvira los altos,Tzitzio,CS003,Centro de Salud Madero,16.6,True,2025-01-15,True
PAC00530,Sergio,Alonso,Saldivar,1986-05-25,39,F,YIGW951031HMSBMJ07,(989)145-3277x14171,Viaducto Campeche 127 664,Nueva República de Moldova,Susupuato,CS004,Centro de Salud Susupuato,4.1,True,2020-07-04,True
PAC00531,Karla,Bernal,Fuentes,1973-11-18,51,F,YEMH440306HJCTKQ08,+38(9)3881052724,Peatonal Alonzo 432 050,Nueva Costa Rica,Tuzantla,CS003,Centro de Salud Madero,26.2,True,2024-03-29,True
PAC00532,Mitzy,Bahena,del Valle,1992-02-05,33,F,NOGO500127MBCPGS00,(641)032-7162,Periférico Norte Cruz 722 254,Vieja Bulgaria,Madero,CS004,Centro de Salud Susupuato,1.7,True,2025-04-25,False
PAC00533,Leonor,Soria,Laureano,1961-02-01,64,F,NOVY730206MOCNXA07,1-562-308-0657x7813,"Andador Nuevo León 796 Edif. 344 , Depto. 225",Nueva Países Bajos,Tzitzio,CS002,Centro de Salud Tiquicheo,11.3,True,2022-05-15,True
PAC00534,Javier,Gamboa,Menchaca,1938-05-16,87,F,GOCR200522MHGTFK03,(327)024-7003x676,"Circuito Hidalgo 772 Edif. 172 , Depto. 727",Nueva Chile,Susupuato,CS005,Hospital Rural Tuzantla,2.8,True,2021-10-16,True
PAC00535,Horacio,Verduzco,Padrón,2014-03-28,11,M,WUPA130225HHGDQJ02,,"Avenida Micronesia 417 Edif. 047 , Depto. 854",San Estela de la Montaña,Madero,CS001,Centro de Salud Tzitzio,5.6,True,2023-12-15,True
PAC00536,Modesto,Rico,Sierra,2020-11-13,4,M,NOFD950510HTCTDM04,(682)092-0841,Prolongación Sri Lanka 467 130,San Georgina los bajos,Tiquicheo,CS001,Centro de Salud Tzitzio,12.9,False,2025-03-09,True
PAC00537,Aldo,Mercado,Sisneros,1995-10-06,29,F,SISG520929MNTJBE04,610.120.7817x43621,Privada Yucatán 324 Interior 654,Nueva Zimbabwe,Susupuato,CS001,Centro de Salud Tzitzio,4.3,True,2024-06-14,True
PAC00538,Paulina,Montaño,Arguello,1998-04-01,27,F,SAXC880409MVZPMM03,659-455-9000x957,Calzada Nayarit 728 Interior 916,San Juan Carlos de la Montaña,Tiquicheo,CS002,Centro de Salud Tiquicheo,7.7,True,2022-09-25,True
PAC00539,Andrea,Ybarra,Castillo,1981-03-30,44,F,VEWS110517HSRCKFA6,,Callejón Brunei Darussalam 529 541,Vieja Federación de Rusia,Tuzantla,CS002,Centro de Salud Tiquicheo,40.8,True,2024-03-08,True
PAC00540,Asunción,Rubio,Rangel,1987-11-22,37,F,YUDL090817HDFVNNA4,569-450-2207,"Cerrada Norte Montemayor 932 Edif. 279 , Depto. 353",San Francisco Javier los bajos,Madero,CS002,Centro de Salud Tiquicheo,6.1,False,2022-06-04,False
PAC00541,Antonia,Zelaya,Ornelas,2020-01-06,5,F,XOGM640709HASLFW09,(383)086-2671,Circuito Baja California Sur 492 600,Vieja Mauricio,Madero,CS002,Centro de Salud Tiquicheo,33.2,True,2020-10-31,True
PAC00542,Lourdes,Caraballo,Núñez,1992-05-22,33,M,OEPI030213HGTBYDA6,,"Pasaje Pacheco 830 Edif. 023 , Depto. 367",Vieja Tonga,Tzitzio,CS004,Centro de Salud Susupuato,3.1,True,2021-06-12,True
PAC00543,Alicia,Santana,Dávila,2024-10-01,0,F,LEGW851117HJCSCU03,1-279-949-1974,Cerrada Mares 283 825,Nueva Yemen,Tzitzio,CS001,Centro de Salud Tzitzio,23.0,True,2024-03-07,True
PAC00544,Estela,de la Garza,Ruelas,2025-06-02,0,M,YEHL491120HHGDBN00,,Callejón Sur Gómez 838 Interior 468,San Hilda de la Montaña,Tzitzio,CS004,Centro de Salud Susupuato,68.7,True,2024-12-09,True
PAC00545,Zeferino,Aguilar,Fierro,1987-04-06,38,M,VEXF791121HTCVFK02,06957283044,Ampliación Quintana Roo 282 876,San Flavio de la Montaña,Tiquicheo,CS004,Centro de Salud Susupuato,0.6,True,2022-05-31,True
PAC00546,Ana Luisa,Velásquez,Ureña,2001-01-22,24,M,DIKF281114HSRZNA05,(012)985-8150x79272,"Prolongación Norte Ortiz 325 Edif. 258 , Depto. 747",San Pascual de la Montaña,Susupuato,CS001,Centro de Salud Tzitzio,4.7,False,2022-09-14,True
PAC00547,Gabriel,Ochoa,Raya,2007-08-11,17,F,GOJY610803MDFWXF03,,Avenida Quintana Roo 347 373,Nueva Jordania,Tzitzio,CS001,Centro de Salud Tzitzio,24.3,True,2025-02-25,True
PAC00548,José Eduardo,Valenzuela,Zambrano,1989-07-06,35,F,YIVP470813HQOBYS03,+26(2)7183090214,"Eje vial Norte Ulloa 727 Edif. 973 , Depto. 671",San Alfredo de la Montaña,Tuzantla,CS001,Centro de Salud Tzitzio,9.5,True,2022-06-22,True
PAC00549,Norma,Villa,Salazar,1994-01-18,31,M,YAJH440414MMNYDB05,,"Andador Sur Escalante 026 Edif. 451 , Depto. 866",Nueva San Vicente y las Granadinas,Susupuato,CS001,Centro de Salud Tzitzio,19.0,True,2021-11-10,True
PAC00550,Conchita,Villanueva,Rosado,2019-03-06,6,M,TOXK320419HNTNZZ04,1-416-117-4820x16066,Avenida Dueñas 980 Interior 393,Vieja Gambia,Tuzantla,CS005,Hospital Rural Tuzantla,5.9,True,2023-03-14,True
PAC00551,José Carlos,Caraballo,Saiz,1962-03-06,63,M,XIKH860614HCCKKT03,1-717-992-0903x16678,Continuación Sotelo 598 932,San Cynthia los bajos,Tuzantla,CS001,Centro de Salud Tzitzio,13.5,True,2022-11-05,True
PAC00552,Marisol,Centeno,Villalpando,2021-10-15,3,M,BEGE470205HGRXWZ08,130-223-9768x66033,Cerrada Nuevo León 779 112,Nueva Croacia,Tiquicheo,CS005,Hospital Rural Tuzantla,10.1,True,2025-03-29,True
PAC00553,Evelio,Acuña,Benavídez,1988-09-25,36,M,FUHJ080810MTLZJIA2,+18(0)8983667795,"Callejón Croacia 119 Edif. 152 , Depto. 071",Nueva República Democrática Popular Lao,Susupuato,CS001,Centro de Salud Tzitzio,49.5,False,2021-05-12,True
PAC00554,José Eduardo,Quintero,Bueno,2004-10-14,20,F,QUXN340221HYNBQN02,1-439-143-6820x62848,"Circuito Valle 490 Edif. 494 , Depto. 040",Nueva Camboya,Madero,CS002,Centro de Salud Tiquicheo,16.5,True,2025-03-06,True
PAC00555,Martín,Cardona,Aparicio,1969-06-23,55,F,OIMR430927MCSNGW03,(027)374-0920x44350,Boulevard Fierro 987 121,Vieja Rwanda,Tiquicheo,CS002,Centro de Salud Tiquicheo,18.3,True,2023-04-10,False
PAC00556,Marco Antonio,Garrido,Ramírez,1963-04-25,62,F,NOXL730803MZSMZS07,,Viaducto Colima 648 661,Nueva Azerbaiyán,Tzitzio,CS002,Centro de Salud Tiquicheo,7.4,True,2024-03-29,True
PAC00557,Barbara,Parra,Tafoya,1949-02-07,76,M,IIQW680427MSPCZM03,297.935.7633x176,Viaducto Nuevo León 383 Interior 916,San María Teresa de la Montaña,Tiquicheo,CS005,Hospital Rural Tuzantla,6.8,False,2021-09-19,False
PAC00558,Yeni,Cotto,Barrientos,1963-11-14,61,M,UEIT211016MDGLKTA1,528-725-0180x60795,Calle Norte Angulo 137 Interior 627,Vieja Sudáfrica,Tiquicheo,CS004,Centro de Salud Susupuato,7.2,False,2022-01-03,True
PAC00559,Zacarías,Reséndez,Casárez,1982-01-19,43,F,CUGN171111HTSLMQA5,(350)062-3784,Calzada Sur Nevárez 721 Interior 875,Vieja Cuba,Susupuato,CS004,Centro de Salud Susupuato,19.6,True,2021-02-04,True
PAC00560,Ofelia,Heredia,Luevano,1960-05-24,65,M,SIEI581028HSRMBF04,06130799292,Cerrada Suiza 662 Interior 585,Nueva Brasil,Tzitzio,CS001,Centro de Salud Tzitzio,7.4,False,2024-08-19,True
PAC00561,Fernando,Rodrígez,Sanches,2000-06-14,24,F,FELF601211HHGTHQ04,00968553632,"Calle Veracruz de Ignacio de la Llave 942 Edif. 619 , Depto. 930",Nueva Sierra Leona,Susupuato,CS004,Centro de Salud Susupuato,17.2,True,2025-02-26,True
PAC00562,Juana,Avilés,Canales,2013-09-05,11,M,GINO510916HGTDMC00,502-795-2879,"Callejón Sur Maya 021 Edif. 635 , Depto. 493",Vieja Liechtenstein,Madero,CS004,Centro de Salud Susupuato,147.0,False,2023-06-23,False
PAC00563,José Eduardo,Lara,Enríquez,2008-12-13,16,M,IAVS690521HDFJVZ06,,"Eje vial Sur Esquibel 939 Edif. 878 , Depto. 595",Nueva Uganda,Tuzantla,CS001,Centro de Salud Tzitzio,34.7,True,2024-01-12,True
PAC00564,Eugenio,Casares,Lemus,2009-05-26,16,F,TOKL500301MPLKPV04,557.938.7940,Periférico Norte Limón 598 303,Nueva Dinamarca,Tuzantla,CS004,Centro de Salud Susupuato,8.2,False,2023-05-22,True
PAC00565,Cristina,Gálvez,Luevano,2005-09-10,19,M,WOXE050324HCLVLWA4,1-009-418-8234,Pasaje Islas Marshall 483 Interior 625,San Mauricio de la Montaña,Tiquicheo,CS002,Centro de Salud Tiquicheo,51.5,True,2024-06-21,True
PAC00566,Eloisa,Sandoval,Nájera,1979-01-30,46,F,AIAU460711MBSNSH00,977.975.0017x9319,Andador Quintanilla 246 Interior 010,San Irma de la Montaña,Susupuato,CS003,Centro de Salud Madero,7.5,True,2021-11-19,True
PAC00567,Mónica,Irizarry,Luevano,2000-03-30,25,M,JUGW761212HNECGP09,831.822.1682x5596,"Diagonal Sur Laboy 288 Edif. 195 , Depto. 249",Vieja Burundi,Madero,CS004,Centro de Salud Susupuato,1.1,True,2023-07-31,True
PAC00568,Ariadna,Oquendo,Huerta,1929-12-24,95,M,DOVR370801HMNJHY03,1-696-459-9591x43106,Calle Solano 161 917,San Miriam los bajos,Tzitzio,CS005,Hospital Rural Tuzantla,3.6,False,2023-10-06,True
PAC00569,Sessa,Terrazas,Zavala,2022-09-04,2,F,HIVP180301HCMWZXA3,877.917.7010,Continuación Sur Maya 511 Interior 274,Vieja Samoa,Madero,CS004,Centro de Salud Susupuato,1.3,True,2020-09-10,True
PAC00570,Abigail,Aguayo,Pulido,1965-01-25,60,M,MOUU161026MMCKLDA5,,"Peatonal Piña 901 Edif. 284 , Depto. 940",Vieja Venezuela,Tzitzio,CS003,Centro de Salud Madero,8.0,False,2024-09-23,True
PAC00571,José Carlos,Arriaga,Arevalo,1952-03-04,73,F,KOSX120615HOCCXRA7,,Boulevard España 875 Interior 715,San Ramiro los altos,Susupuato,CS001,Centro de Salud Tzitzio,12.5,True,2020-09-14,True
PAC00572,Magdalena,Noriega,Estévez,1996-11-08,28,M,TUHD230417MASWSKA1,,"Cerrada Norte Saldivar 813 Edif. 471 , Depto. 167",San Uriel los bajos,Madero,CS003,Centro de Salud Madero,91.1,True,2024-07-31,True
PAC00573,Irma,Pichardo,Yáñez,1975-03-15,50,F,VATK861125MNEFLW07,1-580-284-7035x261,"Privada Barraza 724 Edif. 699 , Depto. 438",San María los altos,Tiquicheo,CS001,Centro de Salud Tzitzio,18.0,True,2025-02-20,True
PAC00574,Olivia,de Anda,Urbina,1994-09-04,30,F,WEXZ430628HCCHTX02,463.749.3642,Diagonal Sur Páez 138 139,Nueva Montenegro,Tiquicheo,CS001,Centro de Salud Tzitzio,9.4,True,2022-02-22,True
PAC00575,Fabiola,Collado,Olivas,1996-07-30,28,F,YOMC470407MNLJWM03,,"Prolongación Norte Arevalo 559 Edif. 738 , Depto. 519",San Diana los altos,Madero,CS005,Hospital Rural Tuzantla,33.0,True,2024-10-06,True
PAC00576,Anel,Aguayo,Castillo,1961-04-23,64,F,FUEO820611MNLGJG04,511.934.4977x483,Retorno Sur Godoy 956 127,San María Luisa de la Montaña,Tiquicheo,CS002,Centro de Salud Tiquicheo,0.9,True,2025-03-07,False
PAC00577,Luis,Sisneros,Alemán,1965-01-26,60,M,EONV120620HCCFPPA0,,Callejón Letonia 896 223,San Aldo los bajos,Tzitzio,CS004,Centro de Salud Susupuato,16.2,False,2025-04-08,True
PAC00578,Elvia,Ríos,Saldaña,2000-12-14,24,M,MEBD440918HSRTMW02,006-998-5746x571,Corredor Sur Cabrera 798 181,Vieja Polonia,Tiquicheo,CS003,Centro de Salud Madero,30.7,True,2022-06-07,True
PAC00579,Bruno,Ochoa,Yáñez,1991-12-06,33,F,UOIU940908MSPBFD06,,Corredor Lebrón 892 Interior 164,San Perla de la Montaña,Susupuato,CS004,Centro de Salud Susupuato,2.1,True,2020-08-22,True
PAC00580,Isaac,Espinoza,Rosario,2008-05-31,17,F,XAZS830607HSLTZW09,09938474889,Circuito Sur Arevalo 845 Interior 391,San Conchita los bajos,Tuzantla,CS002,Centro de Salud Tiquicheo,48.1,False,2021-08-11,True
PAC00581,Alma,Garica,Rascón,1960-09-01,64,M,WAMR230717MCSVXRA3,(392)287-4137,Cerrada Oaxaca 461 132,Nueva República Árabe Siria,Tzitzio,CS002,Centro de Salud Tiquicheo,18.3,True,2022-07-09,True
PAC00582,Elisa,Lozada,Lucero,1991-05-10,34,M,WEAR061014MPLFCEA3,03882966120,Andador Madera 025 Interior 615,San Amador los bajos,Tiquicheo,CS004,Centro de Salud Susupuato,7.4,False,2024-09-18,True
PAC00583,Irma,Granado,Serrato,1973-04-03,52,M,LUFN740902HMNMCQ06,04386963830,"Retorno Mena 472 Edif. 886 , Depto. 993",Vieja Namibia,Madero,CS003,Centro de Salud Madero,26.0,True,2023-06-08,True
PAC00584,Aurora,Concepción,Juárez,1983-09-17,41,F,QEWD410611HMNCJE03,,Avenida Coahuila de Zaragoza 205 Interior 714,Nueva Djibouti,Tiquicheo,CS003,Centro de Salud Madero,150.0,True,2021-12-17,True
PAC00585,Rosalia,Bueno,Delgado,2017-05-18,8,F,TOCR851025MMSQZF01,(822)936-8236x509,Continuación Sonora 733 228,Nueva Namibia,Tzitzio,CS001,Centro de Salud Tzitzio,15.2,True,2024-10-30,True
PAC00586,Asunción,Nevárez,Covarrubias,1950-04-21,75,M,XIUW230517HSPXZQA6,1-222-418-2523x0196,"Periférico Sur Palomino 087 Edif. 921 , Depto. 149",Nueva Yemen,Susupuato,CS001,Centro de Salud Tzitzio,16.4,True,2025-05-24,True
PAC00587,Mauro,Vega,Armenta,1968-01-12,57,M,HAID370208HTCDNU06,,"Circuito de León 471 Edif. 621 , Depto. 757",San Reina los altos,Madero,CS005,Hospital Rural Tuzantla,7.0,True,2024-07-23,True
PAC00588,Andrea,Galván,Vallejo,1969-09-11,55,M,HODZ410919HGRVMS01,502.786.0716x7661,"Circunvalación Sur Santana 138 Edif. 733 , Depto. 522",Nueva Islas Salomón,Susupuato,CS001,Centro de Salud Tzitzio,4.4,False,2022-07-18,True
PAC00589,Genaro,Solorio,Chapa,1985-02-08,40,F,BEKY380224MGRPWR03,(934)538-4521,"Cerrada Guerrero 524 Edif. 132 , Depto. 848",San Helena los bajos,Susupuato,CS003,Centro de Salud Madero,33.0,True,2021-01-30,True
PAC00590,Martín,Roldán,Grijalva,2021-02-18,4,M,EOSX091122MCCZPWA6,1-704-347-1815,Andador Briseño 048 487,San Inés los altos,Tuzantla,CS003,Centro de Salud Madero,4.4,True,2025-04-07,True
PAC00591,Luz,Robles,Zúñiga,2002-04-30,23,F,IOQW350428HOCZDJ09,+43(2)1862520704,Circunvalación Norte Baca 435 655,San Martha de la Montaña,Madero,CS003,Centro de Salud Madero,13.3,True,2020-12-21,True
PAC00592,Enrique,Pichardo,Amador,2023-11-26,1,M,BAXJ800829MASRVX02,,"Ampliación República Popular Democrática de Corea 058 Edif. 602 , Depto. 508",Vieja Australia,Susupuato,CS001,Centro de Salud Tzitzio,6.9,True,2020-10-16,True
PAC00593,Mercedes,Ozuna,Bonilla,1963-03-13,62,M,TEXA980912MQRKVV04,130.335.8220x71532,Calzada Fonseca 042 840,Vieja Suiza,Tuzantla,CS002,Centro de Salud Tiquicheo,21.6,True,2025-03-16,True
PAC00594,Eva,Rosas,Espinoza,1925-06-17,99,M,LEQL220322HTSTQF09,(163)002-3707,"Viaducto Griego 370 Edif. 283 , Depto. 512",San Omar los bajos,Tzitzio,CS001,Centro de Salud Tzitzio,18.2,True,2021-08-01,True
PAC00595,Renato,Ruiz,Farías,1960-10-09,64,M,PIIG701129HSRJMU03,(472)476-1704x50295,"Circunvalación Zacatecas 719 Edif. 929 , Depto. 730",Nueva Luxemburgo,Tzitzio,CS002,Centro de Salud Tiquicheo,42.3,True,2022-07-17,True
PAC00596,Salvador,de León,Medina,1973-11-13,51,F,OIJL141201HASPHM02,02904995776,"Callejón Barbados 712 Edif. 457 , Depto. 762",San Concepción de la Montaña,Tzitzio,CS001,Centro de Salud Tzitzio,6.6,True,2024-10-23,True
PAC00597,Augusto,Bustamante,Núñez,1990-02-17,35,F,PAEY020409MMCTQLA9,,Andador Sur Casares 602 Interior 174,Nueva Guyana,Susupuato,CS001,Centro de Salud Tzitzio,8.8,True,2023-10-20,True
PAC00598,Marcela,Aguayo,Garibay,2008-08-31,16,F,LOAL500417HCLJMB03,,Avenida Durango 232 Interior 335,Vieja Croacia,Susupuato,CS001,Centro de Salud Tzitzio,3.8,True,2021-01-04,True
PAC00599,Jaqueline,Terán,Gurule,2018-03-12,7,F,IANP871229MCMNQQ04,(611)148-6410x3339,Avenida Etiopía 732 867,Vieja Barbados,Susupuato,CS005,Hospital Rural Tuzantla,7.1,False,2020-09-30,True
PAC00600,Fabiola,González,Bravo,1971-10-30,53,M,AEBV490227MTSYBN00,1-252-241-3136x9882,"Continuación Norte Melgar 593 Edif. 642 , Depto. 323",San Eloy los altos,Madero,CS002,Centro de Salud Tiquicheo,19.2,True,2025-05-26,True
PAC00601,Clemente,Caballero,Arevalo,2010-07-27,14,M,YAIW530702HTSJTW09,(299)488-0760x8872,Boulevard Estonia 724 270,San Luis de la Montaña,Tzitzio,CS001,Centro de Salud Tzitzio,30.2,True,2023-01-03,True
PAC00602,Zoé,Galván,Carrera,2013-01-26,12,M,EOBI801025HDGRBT01,,Calle Norte Peralta 839 536,Nueva El Salvador,Tzitzio,CS001,Centro de Salud Tzitzio,4.0,True,2021-03-15,True
PAC00603,Amelia,Chavarría,Nájera,1970-06-29,54,M,PAQN240918HOCFLL09,,Circunvalación Cavazos 403 Interior 374,San Isabel de la Montaña,Madero,CS002,Centro de Salud Tiquicheo,34.6,True,2023-10-30,True
PAC00604,Nelly,Olmos,Cano,1972-03-14,53,M,VIGJ150908MNTYFN06,,Cerrada Norte Alarcón 296 Interior 095,San Juana los bajos,Susupuato,CS001,Centro de Salud Tzitzio,62.0,True,2020-08-10,True
PAC00605,Nadia,Barrera,Posada,2025-03-17,0,M,XIXY550810MMNZLG00,1-269-929-4855,"Calle Coahuila de Zaragoza 239 Edif. 380 , Depto. 109",San Graciela los altos,Tzitzio,CS002,Centro de Salud Tiquicheo,20.0,True,2024-09-08,True
PAC00606,Leonardo,Angulo,Becerra,1973-04-06,52,M,UEGW201001MDFDWTA0,1-988-784-4847x85402,Callejón Distrito Federal 662 Interior 169,San Vanesa los bajos,Susupuato,CS003,Centro de Salud Madero,115.8,True,2022-08-16,True
PAC00607,Dalia,Barela,Delgado,1973-08-25,51,M,RIYR411012MSPSZW08,,"Boulevard Chihuahua 236 Edif. 766 , Depto. 824",Vieja El Salvador,Susupuato,CS001,Centro de Salud Tzitzio,4.8,False,2020-08-08,True
PAC00608,Irene,Berríos,Santana,1926-09-02,98,M,IEJB830904HHGQTV01,+94(0)3551576868,Privada Norte de la Garza 059 Interior 923,San Raúl los altos,Tuzantla,CS001,Centro de Salud Tzitzio,2.7,True,2020-10-20,True
PAC00609,Irma,Velasco,Rosas,1968-02-13,57,F,IEFA510301HJCXBZ00,1-478-348-7119x21470,"Avenida Puebla 442 Edif. 086 , Depto. 894",Nueva Samoa,Tuzantla,CS002,Centro de Salud Tiquicheo,1.4,True,2020-11-15,True
PAC00610,Marisol,Garza,Carrión,2003-10-16,21,F,RAFH160615HMNMCU09,,"Avenida Serrato 213 Edif. 982 , Depto. 178",Vieja Francia,Madero,CS004,Centro de Salud Susupuato,73.4,True,2024-11-14,True
PAC00611,Hugo,Camarillo,Pichardo,1963-12-15,61,M,GUDA070902MSPNDWA8,1-076-339-4865x26065,"Avenida Durango 493 Edif. 488 , Depto. 566",San Mariana los altos,Madero,CS005,Hospital Rural Tuzantla,26.7,True,2025-05-05,True
PAC00612,Augusto,Verdugo,Rosario,1984-01-30,41,M,AIHX350928MGRLBR05,+24(8)8923626099,Peatonal San Luis Potosí 804 398,San Bruno los altos,Tuzantla,CS003,Centro de Salud Madero,11.4,False,2023-10-13,True
PAC00613,Augusto,Armas,Garibay,1997-01-13,28,F,UURG390307MMCNLG03,(856)379-7767,Calzada Arreola 960 058,San Pedro los altos,Susupuato,CS004,Centro de Salud Susupuato,17.0,False,2023-07-17,True
PAC00614,Débora,Gutiérrez,Fuentes,1969-01-17,56,M,COFO450520HGRJXP03,(836)772-7847x109,Circuito Serbia 154 469,San Jos de la Montaña,Tiquicheo,CS004,Centro de Salud Susupuato,3.2,True,2022-08-27,False
PAC00615,Gonzalo,Rosales,Casas,2017-11-11,7,F,GAEC161120MMNSZM00,,"Calzada Egipto 004 Edif. 642 , Depto. 834",San Patricio los bajos,Tuzantla,CS004,Centro de Salud Susupuato,150.0,False,2025-05-01,True
PAC00616,Rodrigo,López,Gallegos,2025-02-26,0,F,DAYU051026HCMKDIA2,,Prolongación Sur Luna 017 136,San Evelio los bajos,Tuzantla,CS002,Centro de Salud Tiquicheo,14.2,False,2024-01-25,True
PAC00617,Aldonza,Bustos,Ferrer,1953-03-05,72,F,CEEP240410MGTMNP00,,Privada Mónaco 722 553,Nueva Paraguay,Tzitzio,CS005,Hospital Rural Tuzantla,13.9,True,2025-05-13,True
PAC00618,Leonor,Arevalo,Montenegro,1994-03-31,31,M,JAQN710718HASKBH06,(855)643-8675x8774,"Callejón Tuvalu 923 Edif. 927 , Depto. 776",San Mariana los altos,Tiquicheo,CS001,Centro de Salud Tzitzio,29.1,True,2020-09-30,True
PAC00619,Carlota,Montalvo,Rosado,1935-02-18,90,M,DEDJ710207MCSYND09,475.946.9470,Circuito Norte Chacón 144 Interior 230,Nueva Suiza,Tzitzio,CS003,Centro de Salud Madero,21.7,True,2022-07-02,True
PAC00620,Bruno,Gil,Badillo,2015-04-09,10,F,VOEV871006MNLPFI09,649-092-3556x490,"Circuito Sur Zepeda 960 Edif. 047 , Depto. 288",San Arturo los altos,Madero,CS003,Centro de Salud Madero,15.9,True,2021-08-21,True
PAC00621,Dulce,Moya,Amador,1972-08-11,52,M,EEKE291023MTLTDD03,476.577.0638x797,Retorno Orta 895 255,Nueva Serbia,Madero,CS004,Centro de Salud Susupuato,4.7,False,2023-10-04,True
PAC00622,Cristobal,Loera,Ojeda,2012-09-11,12,F,POPW260714MQOGZH07,(961)751-3844,Circunvalación Uzbekistán 842 Interior 542,Vieja Brasil,Tuzantla,CS002,Centro de Salud Tiquicheo,21.5,True,2024-02-02,True
PAC00623,Celia,Borrego,Gómez,1986-08-19,38,F,WOQS650204HCHKPA01,,Avenida Kenya 212 804,San Beatriz de la Montaña,Tzitzio,CS001,Centro de Salud Tzitzio,116.6,True,2023-05-04,True
PAC00624,José,de León,de Jesús,2019-01-18,6,M,LEJO920915HTCKJH04,,"Calle Norte Bañuelos 539 Edif. 453 , Depto. 049",San Vanesa los altos,Tiquicheo,CS004,Centro de Salud Susupuato,61.2,False,2022-02-28,True
